short_name,value_eur,player_positions,age,height_cm,weight_kg,overall,pace,shooting,passing,dribbling,defending,physic
Matchoi Djaló,3300000.0,RW,19,175,68,69,86.0,56.0,64.0,74.0,38.0,57.0
João Ferreira,3000000.0,RB,21,185,79,69,78.0,42.0,55.0,63.0,64.0,67.0
I. Lihadji,3100000.0,RM,20,177,70,69,77.0,60.0,63.0,74.0,26.0,44.0
Adrián Bernabé,3400000.0,CM,21,175,68,69,77.0,65.0,70.0,76.0,55.0,58.0
Bruno Duarte,1800000.0,ST,26,183,80,69,69.0,68.0,61.0,67.0,26.0,68.0
Bermejo,1900000.0,RM,24,170,68,69,77.0,58.0,66.0,74.0,41.0,53.0
A. Andrade,2600000.0,CB,23,187,78,69,72.0,51.0,59.0,64.0,68.0,75.0
D. Bernard,2900000.0,CB,21,189,81,69,68.0,40.0,52.0,58.0,67.0,79.0
A. Dante,3000000.0,LB,21,179,70,69,83.0,50.0,56.0,68.0,63.0,71.0
J. Perea,3200000.0,ST,22,180,80,69,81.0,68.0,56.0,68.0,27.0,65.0
A. Tosin,2800000.0,ST,24,179,75,69,93.0,70.0,58.0,69.0,37.0,68.0
A. Medina,2000000.0,RW,24,170,74,69,72.0,66.0,68.0,72.0,50.0,56.0
L. Quiñonez,1200000.0,LB,29,180,76,69,75.0,62.0,68.0,68.0,65.0,72.0
L. Segovia,2000000.0,CB,24,182,83,69,71.0,42.0,54.0,55.0,68.0,76.0
Tomás Ribeiro,2900000.0,CB,23,185,77,69,67.0,34.0,48.0,50.0,69.0,74.0
A. Salazar,1300000.0,RB,27,180,75,69,72.0,56.0,61.0,69.0,63.0,67.0
A. Ugarriza,1900000.0,ST,25,183,82,69,68.0,70.0,60.0,70.0,23.0,59.0
M. Luna Diale,3100000.0,ST,23,173,71,69,81.0,68.0,64.0,73.0,44.0,55.0
F. Guerra,1100000.0,CB,30,184,77,69,63.0,43.0,51.0,60.0,69.0,73.0
A. Julio,1600000.0,LM,26,172,70,69,82.0,65.0,60.0,69.0,32.0,59.0
A. Diallo,3600000.0,RM,19,173,72,69,81.0,63.0,61.0,74.0,25.0,48.0
F. Chaverra,3100000.0,LM,22,172,64,69,80.0,57.0,64.0,69.0,42.0,45.0
M. Enoumba,1200000.0,CB,29,183,81,69,81.0,58.0,58.0,61.0,68.0,74.0
Reinier,3100000.0,CAM,20,185,82,69,69.0,67.0,65.0,75.0,43.0,65.0
J. Candia,1500000.0,ST,27,177,73,69,73.0,70.0,63.0,69.0,36.0,64.0
E. Martínez,3000000.0,CDM,22,184,64,69,70.0,55.0,62.0,67.0,67.0,61.0
R. Villagra,3000000.0,CDM,21,178,76,69,66.0,48.0,63.0,65.0,67.0,71.0
G. Kinda,1400000.0,CM,28,173,66,69,78.0,60.0,66.0,77.0,57.0,60.0
M. Chahiri,1700000.0,LM,25,180,76,69,74.0,59.0,67.0,70.0,45.0,63.0
Vitor Carvalho,1900000.0,CDM,25,183,73,69,66.0,57.0,60.0,67.0,66.0,70.0
L. Rota,2000000.0,RB,24,180,74,69,76.0,41.0,58.0,66.0,62.0,69.0
S. Welsh,2900000.0,CB,22,191,78,69,68.0,28.0,54.0,62.0,68.0,73.0
Y. Vílchez,1600000.0,CB,27,180,73,69,59.0,25.0,50.0,45.0,71.0,64.0
Leonai,1600000.0,CDM,27,174,73,69,64.0,62.0,61.0,66.0,70.0,73.0
Pacheco,3200000.0,CB,21,184,77,69,52.0,22.0,50.0,48.0,70.0,64.0
F. Pereira,3000000.0,RB,22,187,81,69,71.0,43.0,53.0,61.0,70.0,70.0
F. Gerometta,2700000.0,RB,22,175,72,69,78.0,50.0,56.0,68.0,63.0,70.0
Y. Keitel,2100000.0,CDM,22,186,85,69,64.0,48.0,63.0,64.0,65.0,68.0
K. Fischer,2100000.0,RB,21,182,77,69,77.0,38.0,61.0,65.0,63.0,69.0
J. Schöppner,2900000.0,CDM,23,190,78,69,66.0,57.0,63.0,62.0,66.0,79.0
G. Ludwigson,1400000.0,RW,28,182,75,69,86.0,64.0,61.0,66.0,30.0,80.0
J. Daland,2600000.0,CB,22,189,78,69,63.0,40.0,51.0,56.0,69.0,72.0
A. Bajic,1500000.0,RM,26,183,70,69,86.0,65.0,63.0,65.0,50.0,68.0
Marquinhos,3100000.0,CAM,22,170,71,69,84.0,67.0,62.0,74.0,27.0,68.0
J. Ngankam,3200000.0,ST,21,180,84,69,74.0,68.0,59.0,70.0,26.0,70.0
N. Boranijašević,1200000.0,RWB,30,182,70,69,74.0,49.0,60.0,65.0,64.0,70.0
I. Boura,2700000.0,LWB,21,173,68,69,74.0,47.0,57.0,72.0,63.0,65.0
Fali Candé,2700000.0,LWB,24,184,77,69,84.0,50.0,60.0,65.0,63.0,73.0
L. Colombo,3100000.0,ST,20,183,74,69,68.0,70.0,51.0,65.0,29.0,72.0
V. Lobry,1600000.0,CAM,27,181,72,69,74.0,66.0,69.0,69.0,52.0,68.0
M. Guilavogui,2200000.0,RM,24,188,81,69,80.0,65.0,64.0,68.0,30.0,60.0
L. Blanco,3000000.0,LB,23,183,75,69,78.0,41.0,56.0,68.0,63.0,70.0
Erik,3000000.0,LB,21,174,73,69,84.0,49.0,64.0,70.0,61.0,70.0
N. Bätzner,3100000.0,CM,22,175,63,69,71.0,57.0,71.0,72.0,55.0,57.0
R. Tesuri,1600000.0,RM,26,166,60,69,80.0,63.0,65.0,73.0,38.0,51.0
G. Smal,2000000.0,LB,24,183,83,69,75.0,56.0,69.0,66.0,63.0,70.0
S. Mara,3000000.0,ST,19,183,80,69,75.0,67.0,53.0,68.0,26.0,67.0
L. Lyratzis,3000000.0,RB,22,176,70,69,78.0,47.0,61.0,66.0,65.0,69.0
G. Frabotta,3000000.0,LB,23,187,70,69,67.0,52.0,64.0,66.0,66.0,66.0
J. Adamu,3200000.0,ST,21,183,75,69,81.0,69.0,52.0,67.0,22.0,68.0
D. Ndoye,3100000.0,RM,21,184,79,69,79.0,64.0,63.0,71.0,34.0,61.0
M. Marić,1600000.0,ST,27,188,77,69,71.0,70.0,53.0,64.0,28.0,71.0
M. Manhoef,2900000.0,LWB,20,178,69,69,80.0,58.0,64.0,70.0,60.0,73.0
Joel Pereira,1600000.0,RB,25,178,73,69,70.0,41.0,67.0,66.0,64.0,65.0
A. Preciado,1800000.0,RM,25,175,72,69,88.0,55.0,62.0,70.0,27.0,46.0
S. Kennedy,1700000.0,CB,25,193,80,69,81.0,29.0,45.0,48.0,69.0,72.0
Pedro Ferreira,1900000.0,CDM,24,183,79,69,66.0,44.0,58.0,62.0,67.0,78.0
C. Matsima,3200000.0,CB,20,193,80,69,55.0,34.0,48.0,55.0,69.0,71.0
Toti Gomes,2600000.0,CB,23,187,83,69,76.0,47.0,60.0,61.0,69.0,72.0
M. Vulić,1900000.0,CDM,25,183,74,69,64.0,64.0,69.0,68.0,63.0,64.0
E. Valeri,2100000.0,LB,23,180,78,69,71.0,61.0,65.0,66.0,64.0,57.0
Meseguer,2900000.0,CDM,23,184,81,69,63.0,59.0,67.0,68.0,64.0,69.0
G. Bayrakdar,2200000.0,RM,20,181,74,69,73.0,65.0,61.0,69.0,37.0,62.0
W. Gnonto,3600000.0,ST,18,170,71,69,86.0,66.0,61.0,76.0,31.0,64.0
E. Çekiçi,2000000.0,CAM,25,178,69,69,69.0,68.0,69.0,68.0,63.0,54.0
Iván Azón,3300000.0,ST,19,182,78,69,67.0,68.0,53.0,63.0,37.0,82.0
T. Breithaupt,2900000.0,CDM,20,192,78,69,55.0,38.0,60.0,57.0,68.0,68.0
M. Ruggeri,2900000.0,LWB,19,187,79,69,61.0,49.0,63.0,66.0,67.0,63.0
J. Castillo,3000000.0,CDM,21,184,80,69,59.0,57.0,66.0,64.0,62.0,71.0
R. García,1400000.0,LM,28,173,72,69,69.0,64.0,67.0,72.0,57.0,58.0
B. Kutlu,2100000.0,CM,24,186,75,69,75.0,61.0,60.0,66.0,68.0,72.0
M. Hoppe,3200000.0,ST,21,191,80,69,75.0,69.0,57.0,67.0,24.0,58.0
V. Kristiansen,2900000.0,LB,19,183,77,69,75.0,51.0,62.0,68.0,64.0,71.0
Léo Andrade,2000000.0,CB,24,190,82,69,65.0,39.0,44.0,46.0,70.0,72.0
R. Lagos,1700000.0,LB,26,175,70,69,77.0,36.0,67.0,66.0,63.0,60.0
N. Quagliata,3100000.0,CAM,23,171,63,69,68.0,60.0,69.0,74.0,38.0,42.0
T. Lacoux,2900000.0,CDM,20,175,66,69,68.0,47.0,67.0,68.0,65.0,62.0
R. Khadra,3100000.0,LW,20,180,72,69,81.0,62.0,64.0,73.0,42.0,62.0
L. Assignon,3000000.0,RB,22,181,76,69,75.0,42.0,60.0,69.0,64.0,61.0
G. Abrego,3100000.0,CM,22,184,75,69,65.0,53.0,67.0,69.0,60.0,77.0
F. Kruspzky,3000000.0,LM,19,181,74,69,68.0,64.0,64.0,70.0,53.0,61.0
B. Salvareschi,2900000.0,CB,23,188,84,69,65.0,28.0,49.0,53.0,69.0,74.0
M. Kerkez,3100000.0,LB,18,176,71,69,85.0,47.0,62.0,69.0,60.0,68.0
R. Piñeiro,3100000.0,RM,23,175,71,69,84.0,62.0,62.0,71.0,44.0,56.0
D. Cambindo,1700000.0,ST,26,183,83,69,69.0,70.0,45.0,65.0,25.0,75.0
A. Costa,1700000.0,CB,22,179,74,69,70.0,29.0,57.0,62.0,70.0,71.0
M. Bulat,3300000.0,CM,20,178,68,69,68.0,65.0,75.0,71.0,60.0,69.0
A. Scott,3500000.0,CAM,18,178,68,69,73.0,60.0,69.0,74.0,59.0,63.0
A. Teuten,1800000.0,LB,23,173,72,69,73.0,48.0,65.0,72.0,64.0,68.0
N. Kasanwirjo,2900000.0,RB,20,185,68,69,79.0,42.0,54.0,58.0,69.0,74.0
A. Bedrane,1100000.0,CB,30,185,82,69,61.0,30.0,51.0,53.0,69.0,70.0
Cantero,3200000.0,ST,22,184,75,69,87.0,66.0,64.0,72.0,28.0,65.0
A. Martegani,3100000.0,CAM,22,183,74,69,69.0,68.0,68.0,73.0,47.0,58.0
A. Bangura,2700000.0,LB,22,183,68,69,94.0,30.0,51.0,64.0,61.0,78.0
R. Oratmangoen,2000000.0,LM,24,180,70,69,77.0,58.0,64.0,70.0,24.0,56.0
R. De Reuck,1800000.0,CB,26,184,79,69,68.0,39.0,48.0,56.0,70.0,69.0
L. Brouwers,1900000.0,CDM,24,183,76,69,66.0,59.0,64.0,64.0,66.0,74.0
L. Rosier,2800000.0,CM,23,190,82,69,61.0,58.0,64.0,64.0,66.0,77.0
Chiquinho,3400000.0,RW,22,179,72,69,86.0,62.0,61.0,72.0,34.0,58.0
Mateus Quaresma,1700000.0,LB,25,181,76,69,68.0,33.0,58.0,61.0,66.0,69.0
S. Biuk,3600000.0,LW,19,182,70,69,80.0,60.0,64.0,72.0,35.0,59.0
M. Emreli,2000000.0,ST,25,187,75,69,77.0,72.0,53.0,71.0,20.0,67.0
R. Onyedika,3000000.0,CDM,21,184,78,69,76.0,53.0,61.0,65.0,65.0,77.0
M. de Wit,2100000.0,LB,24,181,76,69,77.0,49.0,65.0,68.0,61.0,71.0
M. Osmajić,2900000.0,ST,22,185,76,69,74.0,69.0,59.0,63.0,37.0,71.0
M. N'Diaye,1600000.0,CDM,25,184,71,69,67.0,55.0,59.0,65.0,68.0,75.0
Bernardo Vital,2900000.0,CB,21,187,80,69,64.0,29.0,42.0,39.0,72.0,69.0
Filipe Relvas,3000000.0,LB,22,192,84,69,63.0,40.0,54.0,57.0,70.0,73.0
D. van der Kust,3000000.0,LWB,21,168,60,69,87.0,40.0,54.0,66.0,61.0,59.0
Alexandre Penetra,2900000.0,CB,20,186,79,69,65.0,29.0,46.0,45.0,70.0,70.0
A. Güler,3500000.0,CAM,17,176,61,69,68.0,63.0,72.0,74.0,41.0,42.0
D. Samek,2800000.0,CDM,18,184,80,69,62.0,66.0,70.0,67.0,66.0,65.0
M. van de Ven,3200000.0,CB,21,193,89,69,80.0,43.0,56.0,60.0,68.0,74.0
Alisson Safira,1600000.0,ST,27,185,75,69,67.0,70.0,51.0,64.0,25.0,64.0
M. Avilés,550000.0,CM,35,180,80,69,68.0,64.0,69.0,68.0,64.0,64.0
J. Concha,3100000.0,CAM,23,175,69,69,72.0,68.0,66.0,69.0,45.0,64.0
F. Fagúndez,3200000.0,ST,21,187,82,69,73.0,70.0,65.0,68.0,26.0,61.0
I. Tapia,3100000.0,CAM,23,179,70,69,70.0,64.0,69.0,70.0,52.0,66.0
C. Esparragoza,2200000.0,CM,23,178,76,69,64.0,66.0,65.0,68.0,64.0,67.0
F. Bruera,2800000.0,ST,23,194,90,69,57.0,72.0,53.0,60.0,28.0,71.0
Pablo Torre,3600000.0,CAM,19,173,63,69,74.0,59.0,71.0,69.0,42.0,54.0
M. Dabro,1800000.0,ST,25,178,70,69,81.0,71.0,44.0,67.0,18.0,68.0
A. Zanoli,3000000.0,RB,21,188,76,69,69.0,36.0,58.0,65.0,68.0,67.0
S. Mazzocchi,2000000.0,ST,23,178,70,69,64.0,70.0,50.0,67.0,26.0,59.0
H. Smolčić,2900000.0,CB,21,185,80,69,68.0,28.0,45.0,58.0,69.0,70.0
Derick Poloni,1300000.0,LB,28,173,63,69,74.0,61.0,61.0,68.0,66.0,62.0
K. Daněk,3000000.0,CAM,19,182,68,69,69.0,59.0,68.0,71.0,26.0,49.0
T. Xoki,1600000.0,CB,27,184,74,69,75.0,47.0,48.0,59.0,71.0,70.0
N. Sibisi,1600000.0,CB,26,172,65,69,73.0,37.0,53.0,49.0,73.0,72.0
B. Eva Nga,1400000.0,ST,29,190,86,69,70.0,68.0,50.0,66.0,45.0,80.0
K. Spadanuda,1800000.0,LM,25,177,72,69,73.0,67.0,65.0,70.0,36.0,55.0
F. Ferrari,1200000.0,LB,30,167,67,69,83.0,42.0,61.0,65.0,64.0,60.0
F. Chaïbi,3300000.0,CAM,19,183,79,69,71.0,61.0,69.0,69.0,67.0,71.0
A. Dari,2600000.0,CB,23,188,75,69,62.0,31.0,49.0,51.0,71.0,69.0
Álvaro Djaló,3100000.0,LM,22,175,65,69,90.0,60.0,61.0,70.0,50.0,43.0
Rildo,3100000.0,RM,22,178,76,69,70.0,65.0,62.0,75.0,37.0,60.0
A. Rodríguez,3100000.0,CM,22,171,60,69,73.0,62.0,67.0,77.0,46.0,46.0
D. Velkovski,1500000.0,CB,27,188,83,69,56.0,35.0,63.0,51.0,69.0,74.0
Latasa,3200000.0,ST,21,192,83,69,66.0,69.0,49.0,62.0,21.0,66.0
R. Ziegler,220000.0,CB,36,183,80,68,47.0,63.0,71.0,64.0,70.0,69.0
G. Tamaș,220000.0,CB,38,188,85,68,40.0,60.0,64.0,54.0,67.0,74.0
O. Wendt,275000.0,LB,36,181,82,68,59.0,61.0,69.0,65.0,67.0,69.0
B. Johnson,350000.0,CDM,35,175,70,68,48.0,66.0,63.0,65.0,66.0,75.0
F. Haroun,240000.0,CDM,36,188,78,68,38.0,54.0,60.0,55.0,70.0,75.0
A. Le Fondre,525000.0,ST,35,180,73,68,63.0,70.0,61.0,68.0,30.0,70.0
C. Kazim-Richards,525000.0,ST,35,187,95,68,52.0,71.0,66.0,64.0,34.0,78.0
D. Etienne Jr.,1500000.0,LM,25,178,77,68,81.0,61.0,61.0,69.0,39.0,64.0
F. Martínez,375000.0,CM,37,180,76,68,52.0,64.0,70.0,62.0,58.0,63.0
L. Peltier,325000.0,CB,35,177,73,68,52.0,38.0,58.0,61.0,69.0,66.0
P. Hartley,400000.0,CB,34,187,90,68,33.0,32.0,48.0,38.0,67.0,86.0
Ukra,575000.0,LM,34,176,70,68,68.0,64.0,67.0,72.0,36.0,60.0
M. Scozzarella,550000.0,CM,34,175,66,68,68.0,63.0,71.0,70.0,56.0,60.0
R. Williams,575000.0,CB,33,187,78,68,55.0,50.0,58.0,61.0,66.0,77.0
C. Riveros,375000.0,CM,39,178,77,68,33.0,61.0,65.0,66.0,67.0,66.0
G. Torres,775000.0,ST,33,180,80,68,83.0,67.0,60.0,66.0,32.0,73.0
J. Arce,400000.0,RM,37,176,62,68,64.0,68.0,66.0,69.0,38.0,49.0
M. Bottani,1000000.0,CAM,31,170,64,68,82.0,66.0,62.0,71.0,43.0,51.0
M. Lustig,375000.0,RB,35,189,78,68,52.0,53.0,65.0,61.0,70.0,72.0
P. Ebert,475000.0,CM,35,175,80,68,62.0,65.0,72.0,68.0,57.0,73.0
M. Coutadeur,240000.0,CDM,36,169,67,68,46.0,55.0,69.0,67.0,62.0,70.0
T. Derijck,325000.0,CB,35,186,76,68,33.0,46.0,50.0,52.0,72.0,68.0
W. Aguirre,400000.0,ST,39,168,75,68,69.0,68.0,61.0,68.0,40.0,64.0
P. Cissé,400000.0,ST,37,181,73,68,50.0,72.0,64.0,68.0,32.0,58.0
C. Mulgrew,220000.0,CB,36,191,80,68,41.0,62.0,68.0,63.0,69.0,70.0
D. Ciofani,400000.0,ST,36,191,82,68,53.0,70.0,44.0,57.0,25.0,66.0
S. Vokes,975000.0,ST,32,186,90,68,41.0,71.0,59.0,59.0,43.0,82.0
A. Skúlason,375000.0,LWB,35,171,64,68,63.0,59.0,67.0,66.0,64.0,65.0
J. O'Shea,750000.0,CM,33,183,70,68,65.0,63.0,69.0,71.0,43.0,72.0
D. Gordon,220000.0,CB,37,194,85,68,52.0,50.0,55.0,50.0,68.0,68.0
J. Jacobson,325000.0,CB,35,180,79,68,51.0,59.0,67.0,64.0,67.0,75.0
E. Terranova,325000.0,CB,35,183,85,68,55.0,42.0,46.0,46.0,68.0,72.0
M. Waghorn,975000.0,ST,32,178,83,68,63.0,69.0,66.0,64.0,33.0,72.0
L. Van Eenoo,1000000.0,CM,31,175,67,68,53.0,66.0,69.0,67.0,63.0,64.0
G. Bellusci,775000.0,CB,32,184,80,68,52.0,49.0,59.0,61.0,68.0,70.0
M. Kramer,775000.0,ST,33,196,80,68,42.0,67.0,57.0,59.0,38.0,74.0
J. Rhodes,975000.0,ST,32,185,71,68,62.0,70.0,53.0,62.0,39.0,60.0
C. Martin,775000.0,ST,33,185,79,68,34.0,71.0,59.0,63.0,43.0,73.0
E. Hovland,575000.0,CB,33,191,90,68,59.0,28.0,47.0,44.0,67.0,75.0
K. Gibbs,825000.0,LB,32,180,73,68,71.0,55.0,67.0,69.0,65.0,67.0
J. Chester,575000.0,CB,33,180,75,68,52.0,34.0,56.0,59.0,68.0,71.0
L. Kelly,800000.0,CDM,32,187,88,68,44.0,54.0,63.0,60.0,67.0,73.0
G. Cameron,220000.0,CB,36,191,84,68,46.0,55.0,61.0,62.0,67.0,74.0
R. Espinoza,475000.0,CM,35,178,82,68,50.0,67.0,67.0,67.0,67.0,79.0
Manu Barreiro,525000.0,ST,35,189,87,68,55.0,68.0,57.0,66.0,36.0,77.0
L. Viatri,525000.0,ST,35,186,87,68,42.0,72.0,59.0,60.0,40.0,64.0
K. Yoda,750000.0,RM,33,184,80,68,83.0,69.0,61.0,70.0,52.0,68.0
F. Ayité,750000.0,LM,33,175,73,68,81.0,64.0,63.0,69.0,35.0,67.0
A. Tuia,775000.0,CB,32,184,74,68,56.0,34.0,46.0,43.0,68.0,74.0
P. Schiattarella,475000.0,CM,35,177,73,68,73.0,64.0,69.0,70.0,62.0,64.0
A. Coeff,1000000.0,CB,30,185,74,68,49.0,52.0,63.0,63.0,65.0,80.0
G. McCleary,500000.0,RW,35,183,76,68,77.0,66.0,63.0,69.0,48.0,67.0
J. Durmaz,750000.0,CM,33,180,69,68,56.0,66.0,73.0,72.0,52.0,57.0
M. Johansson,1000000.0,RB,30,174,66,68,81.0,49.0,55.0,69.0,62.0,64.0
K. Smith,1000000.0,CM,31,183,78,68,66.0,55.0,66.0,69.0,67.0,73.0
Álvaro Giménez,1000000.0,ST,31,183,83,68,70.0,68.0,59.0,65.0,30.0,68.0
D. Ball,975000.0,ST,32,183,75,68,73.0,66.0,64.0,68.0,52.0,77.0
B. Sigurðarson,1000000.0,ST,31,185,81,68,72.0,68.0,61.0,70.0,38.0,69.0
D. Opare,875000.0,RWB,31,174,74,68,79.0,63.0,62.0,70.0,62.0,68.0
M. Smith,1200000.0,ST,30,194,86,68,51.0,68.0,56.0,59.0,30.0,81.0
M. Sollbauer,775000.0,CB,32,187,86,68,50.0,28.0,45.0,51.0,68.0,78.0
K. Wilczek,575000.0,ST,34,184,83,68,53.0,68.0,62.0,66.0,39.0,76.0
K. Hansen,575000.0,CB,33,184,73,68,59.0,47.0,61.0,58.0,67.0,71.0
G. Töre,1200000.0,RM,30,176,70,68,75.0,64.0,66.0,74.0,43.0,65.0
Unai Medina,825000.0,RB,32,179,75,68,73.0,56.0,58.0,62.0,65.0,76.0
João Victor,600000.0,CDM,33,183,83,68,43.0,51.0,63.0,57.0,65.0,82.0
Zheng Zheng,775000.0,CB,32,186,77,68,73.0,57.0,67.0,65.0,68.0,72.0
Botía,575000.0,CB,33,188,85,68,50.0,50.0,52.0,48.0,66.0,81.0
G. Gardner,1200000.0,CM,30,186,82,68,52.0,66.0,68.0,65.0,66.0,74.0
S. Bidaoui,950000.0,LW,32,176,63,68,79.0,64.0,61.0,75.0,30.0,49.0
M. Formica,575000.0,CAM,34,179,67,68,70.0,68.0,66.0,72.0,48.0,53.0
S. Jung,825000.0,RB,32,179,72,68,65.0,50.0,65.0,68.0,67.0,64.0
M. Carretta,1000000.0,RW,31,178,75,68,83.0,58.0,61.0,70.0,35.0,61.0
Y. Ngbakoto,1200000.0,RM,30,173,69,68,74.0,66.0,65.0,68.0,25.0,65.0
I. Pillud,275000.0,RB,36,178,82,68,63.0,58.0,65.0,62.0,67.0,74.0
A. Traoré,825000.0,LB,32,170,73,68,74.0,49.0,59.0,69.0,64.0,78.0
P. Farkas,1100000.0,RB,29,179,78,68,76.0,60.0,61.0,65.0,63.0,71.0
D. Wilson,1000000.0,CB,30,188,79,68,47.0,39.0,53.0,57.0,66.0,80.0
A. Niewulis,575000.0,CB,33,187,77,68,58.0,40.0,54.0,60.0,66.0,82.0
J. Collins,1000000.0,ST,31,188,86,68,60.0,67.0,55.0,65.0,41.0,80.0
V. Sarı,575000.0,CB,33,184,76,68,53.0,52.0,58.0,55.0,67.0,75.0
F. Diagne,775000.0,CB,32,185,78,68,62.0,41.0,56.0,62.0,66.0,75.0
A. Mazzotta,825000.0,LB,32,183,73,68,77.0,55.0,63.0,67.0,62.0,68.0
S. Okazaki,400000.0,ST,36,174,70,68,56.0,67.0,66.0,69.0,50.0,65.0
N. Mendez-Laing,1200000.0,RM,30,180,77,68,88.0,63.0,61.0,70.0,51.0,66.0
Crivellaro,750000.0,CAM,33,184,81,68,50.0,67.0,69.0,67.0,45.0,69.0
Í. Ávila,1000000.0,ST,31,170,70,68,66.0,70.0,59.0,71.0,33.0,58.0
J. Velázquez,825000.0,CB,31,184,79,68,59.0,30.0,54.0,59.0,68.0,68.0
J. Campos,575000.0,CAM,34,174,71,68,65.0,64.0,68.0,70.0,22.0,59.0
M. Bejarano,450000.0,LB,34,172,70,68,70.0,57.0,56.0,62.0,64.0,63.0
C. Fandrich,1000000.0,CM,31,177,67,68,72.0,56.0,67.0,71.0,53.0,57.0
G. Åsen,1000000.0,LM,31,182,71,68,58.0,64.0,69.0,69.0,50.0,67.0
D. Alibec,1000000.0,ST,31,187,88,68,70.0,71.0,64.0,69.0,31.0,78.0
S. Makienok,1000000.0,ST,31,201,94,68,34.0,69.0,51.0,60.0,30.0,74.0
G. Grozav,1000000.0,LW,31,182,71,68,76.0,67.0,66.0,68.0,32.0,65.0
Carlos Ruiz,220000.0,CB,38,183,80,68,63.0,53.0,56.0,57.0,66.0,79.0
Raúl Navas,400000.0,CB,34,186,84,68,41.0,45.0,58.0,46.0,68.0,70.0
K. Zohore,1200000.0,ST,28,194,96,68,62.0,68.0,48.0,64.0,26.0,68.0
J. Corona,850000.0,CDM,31,178,72,68,65.0,59.0,64.0,67.0,66.0,71.0
B. Wright,1000000.0,CB,29,184,79,68,52.0,38.0,51.0,52.0,67.0,76.0
N. Isimat-Mirin,1000000.0,CB,30,188,82,68,45.0,34.0,52.0,47.0,68.0,72.0
Yohan Tavares,400000.0,CB,34,188,83,68,56.0,39.0,52.0,53.0,69.0,72.0
L. Brattan,800000.0,CDM,32,175,65,68,61.0,63.0,69.0,67.0,61.0,72.0
A. Abrashi,800000.0,CDM,32,172,74,68,52.0,50.0,57.0,60.0,67.0,73.0
T. Beermann,825000.0,CB,31,188,85,68,39.0,39.0,48.0,43.0,68.0,75.0
M. Kieftenbeld,800000.0,CDM,32,179,78,68,56.0,65.0,63.0,64.0,68.0,73.0
Jorge Teixeira,325000.0,CB,35,188,89,68,33.0,44.0,60.0,46.0,70.0,73.0
M. te Wierik,1000000.0,CB,30,191,73,68,52.0,48.0,59.0,59.0,69.0,73.0
B. Douglas,825000.0,LB,32,176,70,68,63.0,64.0,69.0,67.0,65.0,62.0
M. Power,1200000.0,CM,28,181,78,68,56.0,65.0,68.0,66.0,65.0,80.0
A. Merkel,1000000.0,CDM,30,179,72,68,65.0,61.0,72.0,70.0,61.0,65.0
L. Moore,1000000.0,CB,29,185,86,68,66.0,33.0,57.0,60.0,66.0,75.0
C. Nelson,1000000.0,CB,29,183,74,68,68.0,36.0,50.0,58.0,67.0,80.0
G. Gigliotti,775000.0,CB,32,184,78,68,74.0,44.0,58.0,58.0,68.0,72.0
L. Tremolada,1200000.0,CAM,30,176,69,68,76.0,66.0,68.0,68.0,51.0,56.0
R. Morrison,1200000.0,CAM,29,175,71,68,67.0,63.0,68.0,71.0,47.0,52.0
T. Barkhuizen,1200000.0,LM,28,179,72,68,93.0,62.0,59.0,68.0,51.0,66.0
K. Kusk,1200000.0,LW,30,180,67,68,72.0,64.0,68.0,69.0,38.0,66.0
F. Santander,1000000.0,ST,31,187,84,68,56.0,69.0,61.0,65.0,31.0,75.0
D. Tadić,975000.0,ST,32,177,77,68,65.0,70.0,62.0,67.0,29.0,72.0
J. Meram,750000.0,LM,33,185,75,68,69.0,66.0,65.0,71.0,58.0,68.0
Morato,1200000.0,RM,29,170,68,68,81.0,66.0,61.0,71.0,35.0,54.0
J. Ruffels,1100000.0,LWB,28,178,75,68,66.0,51.0,62.0,64.0,64.0,68.0
T. Röcher,1000000.0,ST,31,181,78,68,68.0,69.0,63.0,70.0,23.0,69.0
Y. Orozco,1000000.0,LM,31,168,62,68,70.0,65.0,65.0,71.0,31.0,38.0
N. Wells,975000.0,ST,32,170,69,68,73.0,68.0,63.0,69.0,43.0,61.0
Kim Oh Gyu,575000.0,CB,33,182,75,68,69.0,41.0,57.0,48.0,67.0,82.0
Jung Seung Yong,875000.0,LWB,31,182,83,68,75.0,46.0,55.0,63.0,63.0,74.0
Han Kyo Won,950000.0,RM,32,182,73,68,81.0,66.0,61.0,67.0,53.0,65.0
J. Scowen,1000000.0,CDM,29,178,74,68,57.0,55.0,62.0,66.0,65.0,74.0
M. Franke,1000000.0,CB,29,193,90,68,59.0,31.0,41.0,45.0,68.0,77.0
Noguera,950000.0,CAM,32,177,65,68,73.0,62.0,66.0,69.0,57.0,58.0
J. Jeggo,1000000.0,CDM,30,178,71,68,68.0,61.0,63.0,65.0,63.0,70.0
Héber,1200000.0,ST,30,180,72,68,65.0,67.0,55.0,65.0,32.0,69.0
G. Teigl,875000.0,RB,31,183,74,68,85.0,55.0,61.0,65.0,59.0,71.0
G. Valsvik,1100000.0,CB,29,196,91,68,35.0,47.0,50.0,40.0,68.0,81.0
D. Williams,1000000.0,CB,29,185,75,68,66.0,46.0,58.0,63.0,65.0,78.0
D. Abramowicz,875000.0,LB,31,186,76,68,76.0,58.0,66.0,54.0,62.0,77.0
T. Kainz,1000000.0,CDM,29,174,68,68,71.0,58.0,66.0,64.0,65.0,69.0
